Stations_id;von_datum;bis_datum;Stationshoehe;geoBreite;geoLaenge;Stationsname Bundesland;Abgabe
04594;20051201;20240702;2;53.2338;8.5115;Schwanewede-Neuenkirchen;Niedersachsen;Frei
04596;19830501;20101231;804;47.5775;10.7206;Schwangau;Bayern;Frei
04597;19510101;19830430;792;47.5769;10.7181;Schwangau-Horn;Bayern;Frei
04599;20050101;20250506;331;49.3425;11.1077;Wendelstein-Kleinschwarzenlohe;Bayern;Frei
04600;20050701;20250506;12;52.9081;9.0452;Schwarme;Niedersachsen;Frei
04601;20070801;20250506;28;52.6797;9.6524;Essel;Niedersachsen;Frei
04602;20081201;20250506;26;53.9385;10.6983;Schwartau,Bad -Groß Parin;Schleswig-Holstein;Frei
04603;20040423;20250506;188;49.7975;10.2191;Schwarzach/Main;Bayern;Frei
04605;20041101;20250505;277;50.6441;11.1936;Schwarzburg;Thüringen;Frei
04613;19510101;19701231;548;50.9000;9.4667;Schwarzenborn;Hessen;Frei
04617;20061101;20250506;1373;47.6705;11.8539;Obere Firstalm/Schlierseer Berge;Bayern;Frei
04618;20041101;20250506;30;52.7470;11.9792;Hohenberg-Krusemark-Schwarzholz;Sachsen-Anhalt;Frei
04623;20050614;20200501;834;48.1042;8.9976;Schwenningen, Kreis Sigmaringen;Baden-Württemberg;Frei
04625;19750701;20250505;59;53.6424;11.3871;Schwerin;Mecklenburg-Vorpommern;Frei
04629;19790101;19991130;37;54.5166;9.1420;Schwesing;Schleswig-Holstein;Frei
04637;20080801;20250506;31;52.5404;13.1243;Staaken;Brandenburg;Frei
04641;20060118;20250506;802;47.6711;10.6271;Seeg (Kläranlage);Bayern;Frei
04642;19770420;20250505;21;52.8911;11.7297;Seehausen;Sachsen-Anhalt;Frei
04650;20040912;20250506;344;49.8417;7.5541;Seesbach/Nahe;Rheinland-Pfalz;Frei
04651;20041101;20250505;189;51.9040;10.1885;Seesen;Niedersachsen;Frei
04655;20061010;20111130;804;48.5975;8.4268;Seewald-Besenfeld;Baden-Württemberg;Frei
04656;19510101;19601231;49;53.9278;10.2993;Segeberg, Bad;Schleswig-Holstein;Frei
04663;19820201;20110412;535;50.1633;12.1188;Selb/Selbbach;Bayern;Frei
04665;19671128;19750513;431;49.5281;7.0417;Selbach (Tholey);Saarland;Frei
04666;20050601;20250506;40;54.3444;10.4581;Köhn;Schleswig-Holstein;Frei
04672;20040912;20250506;239;50.5218;7.7375;Selters;Rheinland-Pfalz;Frei
04678;19700101;19880729;1;53.5833;8.0333;Sengwarden;Niedersachsen;Frei
04683;20120401;20250506;48;52.5160;7.6762;Fürstenau;Niedersachsen;Frei
04689;19610101;19721231;45;52.6621;8.9795;Siedenburg-Borstel;Niedersachsen;Frei
04692;20080301;20181201;229;50.8534;7.9966;Siegen (Kläranlage);Nordrhein-Westfalen;Frei
04694;20060104;20250506;380;48.7629;11.8430;Siegenburg;Bayern;Frei
04702;19950105;20071115;645;48.1000;9.2500;Sigmaringen (Flugplatz);Baden-Württemberg;Frei
04703;20021101;20250505;581;48.0719;9.1943;Sigmaringen-Laiz;Baden-Württemberg;Frei
04704;20050501;20250505;508;47.5776;9.7404;Sigmarszell-Zeisertsweiler;Bayern;Frei
04706;20050301;20250505;358;48.2718;13.0273;Simbach/Inn;Bayern;Frei
04709;20111101;20250505;445;49.9996;7.5981;Simmern-Wahlbach;Rheinland-Pfalz;Frei
04710;20070501;20250506;718;48.6191;8.5247;Simmersfeld;Baden-Württemberg;Frei
04712;20060619;20250506;428;48.0821;8.0919;Simonswald-Obersimonswald;Baden-Württemberg;Frei
04719;19790101;20070828;169;49.2447;8.8787;Sinsheim;Baden-Württemberg;Frei
04735;19770101;19861231;123;48.7833;8.0833;Söllingen;Baden-Württemberg;
04741;20041201;20250506;152;51.1400;7.0930;Solingen-Hohenscheid;Nordrhein-Westfalen;Frei
04745;19580601;20250505;75;52.9604;9.7930;Soltau;Niedersachsen;Frei
04748;20041101;20250505;185;51.3691;10.8800;Sondershausen;Thüringen;Frei
04752;19750701;20080701;626;50.3746;11.1828;Sonneberg-Neufang;Thüringen;Frei
04753;19770101;19851231;626;50.3833;11.1833;Sonneberg-Stadtberg;Thüringen;Frei
04755;20041101;20250506;847;48.6819;13.7351;Sonnen;Bayern;Frei
04760;20060109;20250506;730;47.5219;10.2613;Sonthofen (Flussmeisterstelle);Bayern;Frei
04763;20041001;20250505;265;51.0607;9.9266;Sontra;Hessen;Frei
04765;19510101;19801231;199;51.2800;9.9847;Sooden-Allendorf, Bad;Hessen;Frei
04782;19910801;19911231;87;51.6040;12.1093;Spören-Prussendorf;Sachsen-Anhalt;Frei
04790;20060301;20250506;98;52.2054;9.5668;Springe;Niedersachsen;Frei
04796;20210505;20250506;160;51.2814;14.7442;Quitzdorf am See-Sproitz;Sachsen;Frei
04801;20031009;20250506;460;50.0070;11.2052;Stadelhofen;Bayern;Frei
04803;20090901;20250506;1;53.4926;8.3768;Butjadingen-Inte;Niedersachsen;Frei
04813;20200801;20250505;318;50.0806;11.0467;Staffelstein, Bad-Stublang;Bayern;Frei
04816;20041007;20250506;390;49.0568;12.6395;Stallwang;Bayern;Frei
04818;20041001;20250506;597;50.1531;11.7402;Stammbach-Querenbach;Bayern;Frei
04827;20050117;20250506;540;47.7941;12.4860;Grassau;Bayern;Frei
04837;19851201;19900930;363;47.9869;7.9466;Stegen;Baden-Württemberg;Frei
04841;20040701;20250505;-0;53.6946;8.8735;Steinau, Kr. Cuxhaven;Niedersachsen;Frei
04847;19610101;19701231;500;51.3629;9.6902;Steinberg;Niedersachsen;Frei
04849;20050601;20250506;64;52.1173;7.3411;Steinfurt-Burgsteinfurt;Nordrhein-Westfalen;Frei
04850;20100101;20250506;779;47.7112;10.8758;Steingaden-Lauterbach;Bayern;Frei
04857;20040901;20250505;2;53.5534;9.6097;Mittelnkirchen-Hohenfelde;Niedersachsen;Frei
04858;20040317;20250506;485;48.3773;12.0927;Steinkirchen-Hofstarring;Bayern;Frei
04878;20050201;20250505;504;51.6646;10.8811;Oberharz am Brocken-Stiege;Sachsen-Anhalt;Frei
04880;19841201;20250505;450;49.0878;10.1240;Stimpfach-Weipertshofen;Baden-Württemberg;Frei
04881;20041110;20250506;533;47.8591;9.0152;Stockach;Baden-Württemberg;Frei
04883;20051001;20241007;19;52.7659;9.4046;Frankenfeld-Hedern;Niedersachsen;Frei
04886;19751101;20070526;3;53.8333;9.3667;Störsperrwerk;Schleswig-Holstein;
04887;19490101;20250505;734;48.6656;9.8648;Stötten;Baden-Württemberg;Frei
04892;20220815;20250506;430;50.7157;12.8056;Stollberg/Erzgeb.;Sachsen;Frei
04896;20050701;20221201;40;54.6654;9.8050;Wagersrott;Schleswig-Holstein;Frei
04900;19510101;19601231;45;51.4406;6.2672;Straelen;Nordrhein-Westfalen;Frei
04911;19930301;20250505;351;48.8275;12.5597;Straubing;Bayern;Frei
04912;20060701;20250506;81;52.5884;13.9289;Strausberg;Brandenburg;Frei
04919;19771001;20250505;7;54.4965;8.8069;Strucklahnungshörn;Schleswig-Holstein;Frei
04920;20090901;20250506;4;53.4252;8.8040;Beverstedt;Niedersachsen;Frei
04926;20021101;20130514;224;48.7896;9.2167;Stuttgart (Neckartal);Baden-Württemberg;Frei
04927;19490101;19840730;286;48.7693;9.1814;Stuttgart-Stadt;Baden-Württemberg;Frei
04928;19840807;20250505;314;48.8281;9.2000;Stuttgart (Schnarrenberg);Baden-Württemberg;Frei
04929;19840901;19850531;311;48.8333;9.2000;Stuttgart (Schnarrenberg Aero);Baden-Württemberg;Frei
04931;19490101;20250505;371;48.6883;9.2235;Stuttgart-Echterdingen;Baden-Württemberg;Frei
04933;19510101;19760101;401;48.7091;9.2147;Stuttgart-Hohenheim;Baden-Württemberg;Frei
04946;20040601;20250506;500;48.5151;11.6545;Schweitenkirchen-Sünzhausen;Bayern;Frei
04947;19880817;20250505;129;52.2317;10.9200;Süpplingen;Niedersachsen;Frei
04950;19920316;19920821;505;50.6171;10.6587;Suhl;Thüringen;Frei
04958;20050301;20250506;333;50.2417;10.5670;Sulzdorf an der Lederhecke;Bayern;Frei
04972;20220815;20250506;407;50.4299;12.0975;Oelsnitz-Göswein;Sachsen;Frei
04978;20021101;20250505;395;50.6390;10.0228;Tann/Rhön;Hessen;Frei
04982;20041101;20250506;528;50.6074;12.9390;Tannenberg;Sachsen;Frei
04984;20041101;20250506;48;53.2252;14.3300;Hohenreinkendorf;Brandenburg;Frei
04996;19790101;19991031;837;47.7099;11.7639;Tegernsee;Bayern;Frei
04997;20050301;20250505;196;50.9771;12.3419;Starkenberg-Tegkwitz;Thüringen;Frei
05000;20050201;20250506;498;47.8526;12.8282;Teisendorf;Bayern;Frei
05002;20060111;20250506;450;49.0426;12.9942;Teisnach;Bayern;Frei
05009;19750701;20250505;37;53.7610;12.5574;Teterow;Mecklenburg-Vorpommern;Frei
05013;20070712;20250506;350;49.2187;12.0624;Teublitz (Kläranlage);Bayern;Frei
05014;20040701;20250505;7;53.2758;8.9857;Worpswede-Hüttenbusch;Niedersachsen;Frei
05017;20051101;20250505;633;50.4002;11.3888;Teuschnitz;Bayern;Frei
05023;20021101;20250506;416;49.0871;11.2236;Thalmässing;Bayern;Frei
05029;19750515;20250505;387;49.4737;7.0385;Tholey;Saarland;Frei
05034;20060301;20250506;513;49.9842;11.4008;Thurnau-Tannfeld;Bayern;Frei
05036;20060106;20250506;470;49.4038;12.6062;Treffelstein-Witzelsmühle;Bayern;Frei
05043;19610101;20061230;28;54.0000;10.7667;Timmendorfer Strand;Schleswig-Holstein;Frei
05046;20080301;20250505;501;49.8576;12.3542;Tirschenreuth-Lodermühl;Bayern;Frei
05047;20050414;20101215;870;47.9394;8.1933;Titisee-Neustadt-Langenordnach;Baden-Württemberg;Frei
05048;19510101;19971231;843;47.9167;8.2000;Titisee-Neustadt-Neustadt (Leopoldstr.);Baden-Württemberg;Frei
05049;19981106;20080501;846;47.8991;8.1460;Titisee-Neustadt-Titisee;Baden-Württemberg;Frei
05055;20040317;20250506;382;48.0669;12.7634;Tittmoning;Bayern;Frei
05057;20050801;20250506;28;54.1695;9.5559;Haale;Schleswig-Holstein;Frei
05058;20051201;20250506;56;53.6893;10.3657;Sprenge;Schleswig-Holstein;Frei
05059;20041028;20250506;781;47.7279;7.9988;Todtmoos;Baden-Württemberg;Frei
05063;19490101;19750327;724;47.7566;11.5819;Tölz, Bad;Bayern;Frei
05064;20041201;20250505;37;51.2897;6.4437;Tönisvorst;Nordrhein-Westfalen;Frei
05068;19530101;19710101;80;51.5833;13.0000;Torgau;Sachsen;Frei
05074;19610101;20061230;626;47.8663;12.6566;Traunstein-Sparz;Bayern;Frei
05078;19710101;20250505;2;53.9619;10.8892;Travemünde;Schleswig-Holstein;Frei
05084;20070201;20250506;290;51.1594;10.2473;Südeichsfeld-Wendehausen;Thüringen;Frei
05086;20021101;20250506;133;51.5777;9.4337;Trendelburg;Hessen;Frei
05088;19960701;20001231;3;54.5337;13.2460;Trent;Mecklenburg-Vorpommern;Frei
05094;19991201;19991231;683;48.1316;8.2283;Triberg;Baden-Württemberg;Frei
05095;19771201;20010901;700;48.1288;8.2330;Triberg (Kurpark);Baden-Württemberg;
05097;20050101;20250505;10;54.0654;12.7655;Tribsees;Mecklenburg-Vorpommern;Frei
05099;20080601;20250505;132;49.7326;6.6131;Trier-Zewen;Rheinland-Pfalz;Frei
05100;19490101;20250505;261;49.7479;6.6583;Trier-Petrisberg;Rheinland-Pfalz;Frei
05103;20100801;20250506;348;49.3544;7.7948;Trippstadt-Neuhof;Rheinland-Pfalz;Frei
05109;19911101;20250505;68;53.5998;13.3039;Trollenhagen;Mecklenburg-Vorpommern;Frei
05111;20060401;20250505;560;48.0311;12.5396;Trostberg;Bayern;Frei
05118;19940901;20010630;445;48.5401;9.0362;Tübingen (Botanischer Garten);Baden-Württemberg;Frei
05119;19810101;19811231;409;48.5333;9.0667;Tübingen (Gartenbauzentrale);Baden-Württemberg;Frei
05120;19500101;19781215;370;48.5198;9.0515;Tübingen;Baden-Württemberg;Frei
05123;20040901;20250506;413;48.2080;12.6296;Tüßling;Bayern;Frei
05127;19900801;20031231;649;48.0083;8.8179;Tuttlingen;Baden-Württemberg;Frei
05128;19790601;19901130;668;47.9682;8.7899;Tuttlingen-Möhringen-Vorstadt;Baden-Württemberg;Frei
05132;20050901;20250506;17;52.7430;7.0754;Twist-Hebelermeer;Niedersachsen;Frei
05133;20040901;20250505;287;51.3344;8.9132;Twistetal-Mühlhausen;Hessen;Frei
05138;19510101;19980630;446;47.7713;9.1562;Überlingen/Bodensee;Baden-Württemberg;Frei
05142;19750701;20250505;1;53.7445;14.0698;Ueckermünde;Mecklenburg-Vorpommern;Frei
05146;20040601;20250505;50;52.9414;10.5289;Uelzen;Niedersachsen;Frei
05148;20060701;20250506;60;52.4588;10.1888;Uetze;Niedersachsen;Frei
05149;20050101;20250505;318;49.5679;10.1969;Gollhofen;Bayern;Frei
05154;19740101;19960930;576;48.4000;9.9833;Ulm-Wilhelmsburg;Baden-Württemberg;Frei
05155;19490101;20140901;567;48.3837;9.9524;Ulm;Baden-Württemberg;Frei
05158;19900611;20250505;159;52.1601;11.1759;Ummendorf;Sachsen-Anhalt;Frei
05161;20040901;20250506;573;48.5599;13.7495;Untergriesbach-Glotzing;Bayern;Frei
05162;20050101;20250506;495;48.5995;13.6465;Untergriesbach-Schaibing;Bayern;Frei
05169;20041201;20250506;831;47.7674;10.4604;Kraftisried;Bayern;Frei
05171;20040315;20171115;647;47.7105;12.4652;Unterwössen-Hinterwössen;Bayern;Frei
05174;20061009;20250506;471;48.4951;9.4003;Urach, Bad;Baden-Württemberg;Frei
05185;19730101;19891231;291;49.5933;11.0704;Uttenreuth;Bayern;Frei
05187;20030917;20250506;591;48.0347;11.0527;Utting-Achselschwang;Bayern;Frei
05206;20061010;20161110;396;49.1186;9.8983;Vellberg-Kleinaltdorf;Baden-Württemberg;Frei
05208;19840101;20061230;46;52.9667;9.2833;Verden (WW-Panzenberg);Niedersachsen;
05209;20040901;20250506;20;52.9586;9.2269;Verden-Dauelsen;Niedersachsen;Frei
05225;20040501;20250506;125;50.2135;8.7453;Vilbel, Bad-Dortelweil;Hessen;Frei
05226;19870611;20011117;708;47.9530;10.9151;Vilgertshofen;Bayern;Frei
05227;20041101;20250506;682;47.9692;10.9151;Vilgertshofen-Pflugdorf;Bayern;Frei
05229;20040801;20250505;719;48.0453;8.4608;Villingen-Schwenningen;Baden-Württemberg;Frei
05230;20041001;20250506;462;48.4527;12.3382;Vilsbiburg;Bayern;Frei
05236;19610101;19701231;51;52.8318;8.3112;Visbek;Niedersachsen;Frei
05240;20040701;20250506;380;51.1598;8.8738;Vöhl-Buchenberg;Hessen;Frei
05244;19760501;19810531;220;49.2581;6.8612;Völklingen-Stadt;Saarland;Frei
05245;19760101;19920229;187;49.2495;6.8804;Völklingen (Kraftwerk-Fenne);Saarland;
05249;19871208;19901231;464;47.9500;12.1833;Vogtareuth (A);Bayern;Frei
05262;20041001;20250506;814;47.7564;11.6928;Waakirchen-Demmelberg;Bayern;Frei
05263;20040701;20250506;203;51.0670;9.3821;Wabern-Hebel;Hessen;Frei
05275;20040601;20250505;105;49.2445;8.5374;Waghäusel-Kirrlach;Baden-Württemberg;Frei
05276;20050401;20250506;476;47.9237;12.7558;Waging am See;Bayern;Frei
05277;19790105;20090630;349;50.8119;9.1280;Wahlen;Hessen;Frei
05279;20040901;20250505;167;51.6194;9.5749;Wesertal-Lippoldsberg;Hessen;Frei
05280;20070301;20250505;33;53.9224;10.2267;Wittenborn;Schleswig-Holstein;Frei
05282;19410101;19710101;246;51.1197;13.6744;Wahnsdorf bei Dresden;Sachsen;Frei
05285;20041101;20250506;501;49.6180;12.4895;Waidhaus-Pfrentsch;Bayern;Frei
05289;19830101;20050930;595;48.4918;8.5612;Waldachtal-Lützenhardt;Baden-Württemberg;Frei
05294;20050901;20250506;280;50.5121;8.1326;Waldbrunn-Lahr;Hessen;Frei
05297;20041001;20250506;300;51.2427;8.9718;Waldeck-Alraft;Hessen;Frei
05300;20040701;20250505;380;50.2596;8.3607;Waldems-Reinborn;Hessen;Frei
05303;20040901;20250506;723;49.9360;12.0935;Waldershof-Schafbruck;Bayern;Frei
05306;19830101;20031210;940;48.9293;13.4641;Waldhäuser (National Park);Bayern;Frei
05308;19700409;19861231;72;52.8009;10.7562;Waldhof (Lüneburger Heide UBA);Niedersachsen;
05319;19810801;20250505;576;47.9167;9.7076;Waldsee, Bad-Reute;Baden-Württemberg;Frei
05327;19810714;20250505;404;49.5789;9.3974;Walldürn;Baden-Württemberg;Frei
05335;20060801;20250505;352;50.8963;10.5483;Waltershausen;Thüringen;Frei
05344;19510101;19601231;2;53.7865;7.9096;Wangerooge;Niedersachsen;Frei
05347;19790101;20250505;236;51.5039;9.1118;Warburg;Nordrhein-Westfalen;Frei
05349;19940610;20250505;73;53.5196;12.6654;Waren (Müritz);Mecklenburg-Vorpommern;Frei
05360;20070701;20250506;331;51.4319;8.2665;Warstein-Hirschberg;Nordrhein-Westfalen;Frei
05366;19510101;19601231;927;47.4167;10.2500;Wasach;Bayern;Frei
05367;19610101;19761231;20;54.0667;9.9000;Wasbek;Schleswig-Holstein;Frei
05371;19490101;20250505;920;50.4973;9.9427;Wasserkuppe;Hessen;Frei
05374;20060107;20250506;420;49.0340;10.6031;Wassertrüdingen (Kläranlage);Bayern;Frei
05382;20060501;20250506;39;52.5883;9.7386;Wedemark-Elze;Niedersachsen;Frei
05393;19601001;19660531;470;49.8922;9.3975;Weibersbrunn-Rohrbrunn;Bayern;Frei
05395;20061101;20250506;340;50.7676;11.9810;Harth-Pöllnitz Neundorf;Thüringen;Frei
05397;19490101;20250505;440;49.6662;12.1844;Weiden;Bayern;Frei
05401;20050101;20250506;424;49.2717;12.7451;Weiding, Kreis Cham-Dalking;Bayern;Frei
05404;20081124;20250505;477;48.4024;11.6946;Weihenstephan-Dürnast;Bayern;Frei
05405;20040701;20250506;474;49.3376;10.6060;Weihenzell-Grüb;Bayern;Frei
05412;19910531;20250505;771;47.6802;8.1964;Weilheim-Bierbronnen;Baden-Württemberg;Frei
05416;20100801;20250506;183;50.4284;8.3806;Weilmünster;Hessen;Frei
05419;19961018;20070630;264;50.9751;11.3076;Weimar;Thüringen;Frei
05424;20070601;20250505;328;51.0177;11.3544;Weimar-Schöndorf;Thüringen;Frei
05426;19520418;20250505;553;49.3758;8.1212;Weinbiet;Rheinland-Pfalz;Frei
05429;19710101;19840630;219;49.1512;9.2920;Weinsberg;Baden-Württemberg;Frei
05431;19730101;19761001;24;53.0333;11.8000;Weisen bei Wittenberge;Sachsen-Anhalt;Frei
05433;20040901;20250505;383;49.5534;6.8120;Weiskirchen/Saar;Saarland;Frei
05435;20061010;20250506;455;48.8457;8.9073;Weissach;Baden-Württemberg;Frei
05440;19490101;20250505;439;49.0115;10.9308;Weißenburg-Emetzheim;Bayern;Frei
05444;20040701;20250506;500;48.3091;10.2049;Weißenhorn-Oberreichenbach;Bayern;Frei
05453;20050401;20250506;174;48.1880;7.6976;Weisweil-Waldeckhof;Baden-Württemberg;Frei
05463;19950501;20000131;58;52.0654;14.6898;Wellmitz;Brandenburg;Frei
05467;19510101;20120921;1832;47.7035;12.0119;Wendelstein;Bayern;Frei
05468;20060701;20201001;418;50.9377;7.8475;Wenden-Dörnscheid;Nordrhein-Westfalen;Frei
05470;20021101;20250506;459;48.3631;11.5635;Fahrenzhausen;Bayern;Frei
05480;19790102;20250505;85;51.5763;7.8879;Werl;Nordrhein-Westfalen;Frei
05484;20040501;20250506;240;51.5835;10.7090;Ellrich-Werna;Thüringen;Frei
05490;19750701;20250505;233;51.8454;10.7686;Wernigerode;Sachsen-Anhalt;Frei
05498;19770601;19831031;140;49.7667;9.5428;Wertheim-Eichel;Baden-Württemberg;Frei
05501;20050101;20250506;420;48.5700;10.6985;Wertingen;Bayern;Frei
05508;20040912;20180612;323;50.5283;7.9475;Guckheim/Elbbach;Rheinland-Pfalz;
05511;20051001;20250506;825;48.5206;9.6187;Westerheim;Baden-Württemberg;Frei
05513;20050901;20250506;92;52.2902;7.8687;Westerkappeln;Nordrhein-Westfalen;Frei
05514;19510101;19601231;3;54.8990;8.3117;Westerland;Schleswig-Holstein;Frei
05515;19650101;19861231;12;54.9231;8.3080;Westerland (UBA);Schleswig-Holstein;
05516;19960613;20250505;3;54.5283;11.0606;Fehmarn;Schleswig-Holstein;Frei
05518;20051001;20250506;6;53.2504;7.9350;Westerstede;Niedersachsen;Frei
05524;20061001;20250506;227;50.9087;8.6929;Wetter/Hessen-Amönau;Hessen;Frei
05533;19901201;20031231;351;51.6170;10.5843;Wieda;Niedersachsen;
05538;20050101;20250505;551;47.8827;11.1576;Wielenbach (Demollstr.);Bayern;Frei
05541;20040801;20250505;263;50.1321;8.3169;Wiesbaden-Auringen;Hessen;Frei
05542;20040701;20250506;90;50.0421;8.2331;Wiesbaden-Biebrich;Hessen;Frei
05546;19900611;20250505;187;52.1206;12.4586;Wiesenburg;Brandenburg;Frei
05548;20040701;20250506;680;49.0320;12.5505;Wiesenfelden-Utzenzell;Bayern;Frei
05555;20041101;20250506;43;52.2534;13.2361;Thyrow;Brandenburg;Frei
05559;20071201;20250506;383;48.7848;8.5764;Wildbad, Bad-Calmbach;Baden-Württemberg;Frei
05560;19771101;20030629;740;48.7501;8.5365;Wildbad, Bad-Sommerberg;Baden-Württemberg;Frei
05562;20040601;20250505;571;48.6516;8.6801;Neubulach-Oberhaugstett;Baden-Württemberg;Frei
05564;19650101;19920331;88;51.1167;6.2167;Wildenrath;Nordrhein-Westfalen;
05570;19510101;20031031;337;51.0795;9.1195;Wildungen, Bad-Braunau;Hessen;Frei
05573;20040315;20250506;358;49.5664;10.7404;Wilhelmsdorf/Mittelfranken;Bayern;Frei
05582;19841101;20051231;580;51.2940;8.6026;Willingen/Upland;Hessen;Frei
05583;19830801;20060130;594;51.2818;8.6673;Willingen/Upland-Usseln;Hessen;Frei
05600;20040317;20250506;310;49.5141;10.4231;Windsheim, Bad;Bayern;Frei
05610;19710101;20081230;733;51.1872;8.5079;Winterberg;Nordrhein-Westfalen;Frei
05614;20040901;20190326;35;52.7582;11.2549;Winterfeld-Sallenthin;Sachsen-Anhalt;Frei
05616;20040801;20250506;426;50.2282;6.2071;Winterspelt;Rheinland-Pfalz;Frei
05619;20041201;20250506;360;51.1637;7.4234;Wipperfürth-Gardeweg;Nordrhein-Westfalen;Frei
05625;20040911;20130514;320;50.8202;7.7419;Honigsessen;Rheinland-Pfalz;
05629;19750701;20250505;105;51.8891;12.6446;Wittenberg;Sachsen-Anhalt;Frei
05635;20041001;20250506;147;49.9617;6.9287;Wittlich;Rheinland-Pfalz;Frei
05640;19790101;20250505;7;53.5444;7.6625;Wittmundhafen;Niedersachsen;Frei
05642;19950320;20010928;72;53.1833;12.5167;Wittstock;Brandenburg;Frei
05643;20041101;20250505;68;53.1864;12.4949;Wittstock-Rote Mühle;Brandenburg;Frei
05644;19210101;19701231;133;51.3493;9.8438;Witzenhausen;Hessen;Frei
05646;20040501;20250506;220;51.3645;9.7491;Witzenhausen-Ziegenhagen;Hessen;Frei
05654;19510101;20071230;464;49.2178;10.2296;Wörnitz-Bottenweiler;Bayern;Frei
05663;19920316;19960101;118;53.4618;13.6099;Woldegk;Mecklenburg-Vorpommern;Frei
05664;20040701;20250505;296;48.2953;8.2391;Wolfach;Baden-Württemberg;Frei
05665;19900101;20100501;677;47.8180;9.7970;Wolfegg;Baden-Württemberg;Frei
05675;19780801;19880831;56;52.4411;10.7587;Wolfsburg;Niedersachsen;Frei
05676;20100901;20240102;82;52.3962;10.6892;Wolfsburg (Südwest);Niedersachsen;Frei
05678;20061010;20101110;380;48.6535;9.2976;Wolfschlugen;Baden-Württemberg;Frei
05684;20171101;20250506;40;52.2813;12.4580;Wollin;Brandenburg;Frei
05688;20181101;20250505;881;47.7004;8.1057;Dachsberg-Wolpadingen;Baden-Württemberg;Frei
05692;20040901;20250505;88;49.6051;8.3659;Worms;Rheinland-Pfalz;Frei
05697;19911101;19930331;10;52.6167;14.2333;Wriezen;Brandenburg;Frei
05699;20041101;20250506;312;51.5427;8.7784;Wünnenberg-Eilern;Nordrhein-Westfalen;Frei
05705;19490101;20250505;268;49.7704;9.9576;Würzburg;Bayern;Frei
05711;20070701;20250506;390;49.1295;9.4945;Wüstenrot-Oberheimbach;Baden-Württemberg;Frei
05715;19790102;20250505;49;52.4626;9.4245;Wunstorf;Niedersachsen;Frei
05717;20060901;20250505;134;51.2256;7.1052;Wuppertal-Buchenhofen;Nordrhein-Westfalen;Frei
05719;20041001;20091210;235;51.2051;7.2000;Remscheid;Nordrhein-Westfalen;Frei
05721;20041101;20250506;474;48.3569;12.7679;Wurmannsquick-Egelsberg;Bayern;Frei
05724;20070101;20250506;690;47.9589;10.0139;Rot an der Rot-Buch;Baden-Württemberg;Frei
05729;20050801;20250506;6;52.7606;14.2174;Wustrow;Brandenburg;Frei
05731;20040801;20250505;395;47.6783;8.3801;Wutöschingen-Ofteringen;Baden-Württemberg;Frei
05732;20050701;20250506;9;54.6928;8.5271;Wrixum/Föhr;Schleswig-Holstein;Frei
05733;20050501;20250506;20;51.6970;6.3974;Xanten;Nordrhein-Westfalen;Frei
05745;20040601;20250505;51;52.9664;13.3268;Zehdenick;Brandenburg;Frei
05750;20060301;20250505;264;51.0314;12.1495;Zeitz;Sachsen-Anhalt;Frei
05758;20041001;20200930;293;49.8709;6.7074;Zemmer (Forsthaus Mülchen);Rheinland-Pfalz;Frei
05762;20090301;20250506;83;53.0704;10.8831;Zernien;Niedersachsen;Frei
05763;20050201;20250506;141;51.2380;11.8295;Freyburg/Unstrut-Zeuchfeld;Sachsen-Anhalt;Frei
05767;20060101;20250506;28;53.2989;9.3351;Heeslingen-Wiersdorf;Niedersachsen;Frei
05778;19840101;19930930;2;54.0801;13.8989;Zinnowitz;Mecklenburg-Vorpommern;Frei
05779;19770420;20250505;877;50.7313;13.7516;Zinnwald-Georgenfeld;Sachsen;Frei
05792;19490101;20250505;2956;47.4210;10.9848;Zugspitze;Bayern;Frei
05793;20040101;20250506;443;48.4240;10.5924;Zusmarshausen;Bayern;Frei
05797;20051201;20250505;349;50.6879;12.4329;Lichtentanne;Sachsen;Frei
05800;19790101;20250505;615;49.0280;13.2385;Zwiesel;Bayern;Frei
05802;19480101;20031001;615;49.0007;13.2137;Zwieselberg;Bayern;Frei
05814;20060901;20240601;321;51.5504;11.4030;Mansfeld-Annarode;Sachsen-Anhalt;Frei
05822;20040701;20250505;42;52.8630;8.6989;Bassum;Niedersachsen;Frei
05825;20040501;20250505;41;52.6198;12.7867;Berge;Brandenburg;Frei
05832;19510101;19541201;50;53.1007;11.0455;Dannenberg;Niedersachsen;Frei
05839;19970701;20250505;-0;53.3881;7.2287;Emden;Niedersachsen;Frei
05840;20060218;20250506;593;48.6663;8.4721;Enzklösterle;Baden-Württemberg;Frei
05841;19770301;19790228;600;48.6667;8.4667;Enzklösterle (A);Baden-Württemberg;
05851;19970312;20250505;392;51.0806;8.8769;Frankenberg-Geismar;Hessen;Frei
05854;20050901;20250506;24;53.6557;13.5369;Friedland;Mecklenburg-Vorpommern;Frei
05856;19970107;20250505;476;48.5451;13.3532;Fürstenzell;Bayern;Frei
05871;19970701;20250505;497;49.9463;7.2645;Hahn;Rheinland-Pfalz;Frei
05877;19970310;20250505;5;54.3160;10.8002;Putlos;Schleswig-Holstein;Frei
05890;19840901;19910731;850;47.6777;11.0473;Kohlgrub, Bad (A);Bayern;Frei
05891;19510101;19840831;860;47.6667;11.0333;Kohlgrub, Bad;Bayern;Frei
